0.440 0.599
5.910 6.464
7.390 9.295
3.530 1.533
3.790 2.452
5.970 6.090
4.480 3.490
3.300 1.184
4.020 2.090
6.050 6.472
8.920 11.595
1.650 1.089
4.190 2.670
4.960 4.339
1.860 0.850
4.690 3.426
8.190 10.777
6.430 7.192
2.320 0.520
6.250 6.895
5.530 5.054
8.130 10.739
7.970 10.595
3.210 1.628
6.590 7.417
6.510 7.190
7.750 9.882
3.970 2.282
0.690 1.271
6.290 7.063
4.960 3.808
3.280 1.439
6.550 7.469
3.370 1.759
4.620 3.024
5.290 4.366
5.500 5.504
5.900 5.986
3.000 1.409
-0.310 1.008
1.390 1.192
1.790 0.486
2.600 0.653
0.920 1.278
6.080 6.171
1.880 0.835
6.380 7.056
8.770 10.942
3.740 2.331
2.040 0.524
4.270 2.771
5.780 6.150
0.890 0.843
1.400 0.496
9.180 11.467
3.970 2.648
4.140 2.326
3.550 2.023
7.290 9.083
4.760 3.482
2.060 0.985
1.140 0.635
2.920 1.549
7.280 8.898
0.960 1.299
2.590 1.397
0.140 1.271
5.570 5.559
6.740 7.849
3.690 1.956
3.810 2.543
4.360 2.736
4.550 3.448
8.900 11.554
4.670 3.234
-0.310 0.788
5.870 5.894
8.760 11.732
3.760 1.937
6.540 7.319
6.020 6.024
3.640 2.140
1.540 0.475
1.560 0.566
0.220 1.325
-0.240 1.179
1.430 0.650
6.560 7.719
5.090 4.365
2.190 0.817
2.070 1.225
6.090 6.101
7.740 9.928
2.710 1.291
5.820 5.979
2.530 0.855
9.430 10.616
8.070 10.168
4.430 2.828
4.780 3.364
1.460 0.942
8.940 10.931
5.330 4.832
7.460 9.041
0.990 0.563
9.340 11.480
8.250 11.021
2.080 0.450
7.500 9.605
4.640 3.161
4.530 3.605
9.250 10.944
5.010 4.199
8.030 10.340
1.590 1.005
8.460 10.574
4.120 2.808
2.870 0.901
3.810 2.543
2.760 0.864
1.630 0.961
8.210 10.523
0.240 0.790
5.730 5.321
9.090 11.347
4.250 3.187
4.750 3.656
8.360 10.916
8.110 10.415
1.630 0.622
3.220 1.792
5.990 6.343
2.600 1.201
4.290 2.822
2.660 1.390
4.680 3.463
6.940 8.091
8.990 11.556
4.270 2.972
0.870 0.901
9.470 10.713
-0.360 0.977
5.280 4.647
3.290 1.440
6.770 8.251
8.290 11.187
6.740 8.013
7.040 8.923
4.830 4.080
9.050 11.779
1.110 0.447
5.420 4.962
7.420 9.227
3.600 1.927
3.890 2.726
4.760 3.876
0.790 1.326
9.420 10.561
4.780 3.721
5.240 4.813
7.980 10.182
2.580 1.438
9.060 10.999
4.250 2.665
4.980 4.030
3.460 1.746
5.960 5.940
8.130 10.556
7.460 9.444
0.980 0.683
1.240 1.119
1.480 0.375
6.270 6.499
-0.350 1.331
6.610 7.973
8.230 10.553
1.150 0.515
1.390 0.972
8.770 11.363
4.880 3.993
8.510 11.472
2.720 0.794
5.500 4.909
3.960 1.965
1.840 0.683
8.920 11.220
9.240 11.374
6.610 7.689
6.430 7.558
0.950 0.898
7.030 8.664
5.820 6.263
4.420 3.506
8.520 11.318
8.030 10.431
7.590 9.872
8.770 11.555
2.570 1.168
9.370 11.236
8.460 11.196
7.330 9.036
-0.350 0.736
8.160 10.923
6.990 8.589
1.300 0.438
7.570 9.330
-0.200 0.903
-0.210 1.280
6.110 6.904
0.190 0.710
5.740 5.360
2.470 1.367
-0.090 1.503
1.050 1.241
1.810 1.018
0.260 0.977
5.470 4.847
1.970 0.858
2.430 0.810
9.370 11.108
4.270 3.310
6.330 6.720
6.670 7.699
7.220 8.711
2.320 1.316
6.920 8.113
3.460 2.167
7.380 9.073
7.050 8.386
8.820 11.480
0.790 0.576
8.470 10.604
7.160 8.688
7.250 8.654
8.920 10.955
9.130 11.331
8.280 11.073
1.100 0.649
4.900 4.022
9.160 11.415
6.410 6.710
1.470 0.814
7.200 8.725
9.040 11.387
4.120 2.606
7.280 8.606
8.280 10.442
3.360 1.273
2.250 0.496
5.150 4.887
3.780 1.853
9.070 11.079
7.450 9.286
7.420 9.227
0.530 0.479
9.390 10.739
3.950 2.088
7.880 10.265
5.460 4.954
2.660 1.015
6.850 7.699
7.490 9.732
6.090 6.476
6.750 7.806
6.990 8.745
5.630 5.338
1.270 0.678
0.970 1.234
0.850 1.106
9.300 10.808
8.900 11.500
8.710 11.168
-0.110 1.143
1.250 0.680
9.240 10.962
0.410 1.392
6.820 7.672
1.370 0.379
0.470 0.547
4.080 2.134
3.300 1.541
0.060 1.355
4.430 3.074
8.120 10.979
2.780 1.023
0.520 0.911
0.170 0.569
4.090 2.844
4.090 2.926
7.350 8.766
3.750 2.545
5.740 6.138
-0.170 0.711
5.270 5.084
4.560 3.210
0.750 0.995
4.300 3.140
3.850 1.811
3.490 1.561
1.880 0.899
-0.400 0.926
3.350 1.638
4.880 4.304
2.950 1.060
1.540 0.731
6.790 7.818
2.810 0.768
7.100 8.902
4.970 3.773
5.730 5.934
0.350 0.930
5.810 5.985
4.840 4.173
7.580 9.203
8.480 11.182
2.550 0.956
-0.020 1.119
0.300 0.804
7.840 10.422
3.930 2.087
5.920 6.394
3.890 2.305
4.530 3.184
2.310 1.184
3.250 1.986
8.540 10.927
8.150 10.267
8.380 11.345
0.040 0.839
-0.430 1.365
8.070 10.433
4.580 3.053
5.740 5.278
3.790 1.985
3.610 1.473
1.890 0.918
2.460 0.585
1.230 1.056
8.070 10.597
4.600 3.839
7.450 9.040
0.460 1.070
8.550 11.057
-0.310 1.474
0.180 1.088
7.790 9.599
2.800 1.246
1.410 1.154
8.080 10.165
4.870 3.525
3.800 2.182
0.670 0.982
