0.709 4.944
0.929 3.718
0.807 3.783
0.819 3.936
1.765 2.034
1.058 2.474
1.358 2.314
0.828 3.472
1.109 3.154
0.950 2.980
0.409 7.380
1.263 2.558
0.644 4.274
1.309 3.450
1.139 2.698
1.205 2.671
0.502 5.868
0.339 9.312
2.984 0.726
0.663 5.353
1.205 2.634
1.771 1.720
0.401 7.743
2.012 1.861
1.967 1.076
1.098 3.336
0.525 6.553
0.970 2.966
1.068 2.668
0.790 3.463
1.267 2.234
1.764 1.996
0.756 4.073
0.440 7.104
0.949 3.225
0.345 8.186
0.673 4.049
0.750 4.589
0.602 4.760
0.723 4.939
1.410 2.321
1.291 2.267
0.561 4.870
1.135 3.021
0.714 4.970
0.873 3.122
0.918 3.421
0.960 3.279
0.866 3.734
1.051 3.094
0.552 6.378
1.996 1.147
1.690 1.522
1.156 3.162
1.005 4.088
0.837 4.245
0.800 3.617
0.835 3.981
0.510 6.706
1.827 1.937
1.155 3.003
0.938 2.930
0.645 5.002
0.608 4.833
1.437 2.339
0.598 5.740
0.972 3.425
0.788 3.957
1.136 2.835
1.332 2.687
0.647 5.020
0.784 3.934
1.704 1.942
1.307 2.709
1.036 3.513
0.903 4.002
1.651 1.256
1.324 2.620
0.784 4.628
0.586 5.564
0.519 6.033
1.147 2.409
0.708 4.961
2.092 1.790
1.723 1.701
0.937 3.704
0.482 6.374
0.451 6.809
0.876 3.486
1.679 1.760
0.805 4.128
1.109 2.542
0.803 4.362
1.161 2.547
0.811 3.731
1.138 3.148
1.277 2.992
1.325 2.366
0.780 4.708
1.911 1.276
