5.010 4.309
7.050 8.447
4.010 2.197
2.550 1.259
5.540 5.205
4.830 3.935
8.940 8.856
2.320 0.946
7.520 8.874
4.810 4.163
2.920 1.688
8.100 9.583
4.050 2.923
8.730 9.600
3.940 2.289
0.040 1.499
6.190 6.460
4.280 3.275
6.190 6.762
6.780 7.481
9.200 7.618
0.590 1.403
3.630 2.389
7.610 9.385
-0.190 1.877
0.650 1.388
0.560 0.926
5.840 6.139
0.290 1.172
8.270 9.128
4.170 2.646
3.690 1.858
4.080 2.272
0.250 1.915
2.030 1.254
4.610 3.199
6.720 7.260
4.070 2.175
1.660 1.120
8.800 9.457
8.860 8.809
0.140 1.268
4.540 3.196
0.130 1.322
3.920 2.591
5.760 5.401
-0.250 2.272
3.210 1.298
8.940 8.993
7.690 8.641
9.060 8.924
2.060 0.553
4.270 3.104
1.360 0.700
2.620 1.438
4.180 2.780
5.740 5.955
3.980 1.980
-0.420 2.359
3.120 1.037
1.890 1.243
2.340 1.282
4.760 3.651
6.460 6.911
0.490 1.672
8.690 9.441
7.010 7.967
6.000 6.207
8.020 9.617
9.270 7.833
4.300 3.070
0.410 1.786
4.080 3.013
0.050 1.938
5.830 5.525
4.080 2.912
0.540 1.230
1.330 0.679
9.020 8.210
8.090 9.760
6.140 6.378
6.310 6.699
5.900 5.968
2.150 0.741
9.220 8.104
4.530 3.682
2.570 1.121
3.280 1.802
-0.060 1.517
-0.300 1.689
7.030 7.965
5.160 4.817
2.150 0.869
6.860 7.408
9.400 7.513
8.870 9.411
8.220 9.419
0.340 1.695
0.690 1.441
0.780 1.314
3.880 2.096
8.660 9.429
8.580 9.549
2.750 1.306
6.090 6.754
0.870 0.962
4.460 2.858
5.110 4.071
-0.220 1.754
7.710 8.847
1.300 0.879
2.110 1.265
9.120 7.980
5.610 5.409
5.070 4.086
8.790 9.346
3.170 1.153
8.890 8.986
-0.050 1.398
6.640 7.256
7.100 8.313
8.760 8.853
0.070 1.738
7.320 8.393
1.830 0.812
2.520 1.054
6.550 6.828
3.340 1.394
4.180 3.164
6.800 8.085
7.730 9.236
0.740 1.224
3.740 2.186
3.610 1.542
9.010 8.411
8.340 9.506
6.690 7.570
9.240 7.828
6.730 7.242
1.500 0.582
6.240 6.587
7.020 8.341
8.920 8.454
3.650 1.736
2.630 0.921
6.360 6.870
0.210 1.332
6.490 6.694
5.570 5.320
5.050 3.965
-0.340 1.837
7.880 9.058
4.130 2.777
1.170 0.650
9.100 8.843
2.080 1.370
0.690 1.569
1.880 1.288
8.070 9.768
7.850 9.150
2.740 1.401
7.340 8.798
2.100 1.364
4.030 2.098
9.450 6.892
9.320 7.477
1.570 0.663
0.260 1.084
-0.120 1.887
9.150 7.809
7.180 8.711
6.570 6.839
5.530 5.404
4.560 3.267
8.010 9.528
-0.020 1.800
1.390 0.529
1.000 1.001
8.920 8.619
0.130 1.770
6.930 7.634
5.130 4.604
8.040 8.981
1.540 0.749
7.790 9.501
2.560 1.455
5.830 5.433
0.960 0.687
2.540 1.492
6.930 8.036
1.650 1.203
0.260 1.487
2.880 1.387
-0.440 1.782
4.680 3.205
8.630 9.734
1.160 1.357
4.140 2.673
8.960 9.118
3.830 2.111
5.550 5.170
2.560 0.861
0.020 1.763
5.400 4.961
6.950 8.081
0.070 1.738
6.430 6.907
1.940 0.642
-0.440 2.459
0.270 1.068
0.070 1.601
0.980 1.063
8.770 8.865
7.720 9.014
6.900 7.553
0.720 0.895
0.360 1.005
1.220 0.635
2.280 0.633
4.920 3.645
0.530 0.998
5.200 4.603
8.730 8.987
4.750 3.770
7.030 7.644
3.720 1.612
4.990 3.933
4.170 2.655
0.750 0.853
5.240 4.535
0.070 1.473
9.290 7.704
0.050 1.554
6.760 7.179
9.000 8.503
7.470 9.180
7.530 8.906
4.150 3.118
1.180 0.564
6.940 7.643
8.910 8.623
0.920 1.234
4.470 2.756
6.460 7.240
6.650 7.751
9.220 8.150
0.800 0.957
8.800 9.238
2.010 0.986
3.420 1.439
7.670 9.148
1.960 0.972
1.860 1.105
8.360 9.486
0.860 1.177
6.980 7.850
4.870 4.000
8.040 9.164
4.510 3.273
0.090 1.977
3.150 1.117
1.290 1.101
8.500 9.738
-0.240 1.721
2.670 1.371
2.710 1.182
3.580 1.891
6.660 7.834
1.640 0.802
-0.110 1.721
5.760 5.923
7.960 8.906
0.030 1.608
3.690 1.602
2.920 1.469
7.320 8.274
3.860 2.399
5.920 5.524
0.780 1.406
2.320 1.394
4.770 3.605
4.130 2.347
1.570 0.809
-0.480 2.568
9.100 8.203
8.210 9.929
1.740 0.914
5.570 5.064
-0.390 2.192
5.080 4.297
0.630 1.088
5.830 5.827
6.950 8.172
3.780 2.046
3.680 2.029
2.960 1.268
4.190 2.814
3.640 1.925
8.420 9.558
9.250 7.812
2.700 0.692
3.840 2.299
1.710 1.272
7.890 9.543
2.040 0.697
2.630 1.397
6.780 7.838
5.080 4.461
7.990 8.947
9.180 8.127
2.960 1.698
3.820 2.446
3.520 1.896
0.270 1.324
4.810 4.200
8.410 9.286
5.480 4.846
0.770 1.209
5.150 4.368
5.710 5.694
8.950 8.832
9.410 7.073
5.040 3.781
2.310 1.273
8.470 9.139
6.030 5.929
0.830 0.888
8.490 9.633
0.590 0.827
8.520 9.654
0.490 1.516
8.970 8.810
4.140 3.011
6.420 6.567
1.040 1.141
3.890 2.567
7.620 8.593
5.130 4.503
8.400 9.764
6.670 7.221
0.050 1.938
6.910 7.717
8.930 8.504
9.010 8.475
6.350 7.271
8.750 9.343
1.170 1.317
6.530 6.927
8.640 9.002
5.140 4.074
8.340 9.689
0.800 0.994
6.200 6.983
0.220 1.224
8.740 8.900
0.810 0.943
6.720 7.471
4.150 2.615
3.890 2.522
-0.440 1.883
9.070 8.226
5.230 4.469
0.390 1.095
6.560 7.287
0.090 1.492
8.800 9.284
6.230 6.375
-0.030 1.653
2.940 1.501
5.200 4.155
3.720 2.115
5.070 4.698
5.710 5.694
1.800 1.086
2.740 0.961
3.210 1.353
8.210 9.481
0.140 1.844
7.710 9.122
0.850 1.465
2.230 0.859
1.280 0.555
2.990 1.519
1.830 1.077
-0.230 2.167
3.040 1.713
2.970 1.440
1.380 0.997
3.370 1.397
7.100 8.651
8.630 9.771
7.590 8.519
2.330 1.251
8.680 9.562
7.640 8.719
1.200 0.632
0.050 1.481
7.720 9.252
4.520 3.372
2.430 0.735
5.760 5.612
3.230 1.581
2.960 1.515
4.370 2.900
0.690 0.919
8.080 9.352
2.870 0.840
2.620 0.944
4.580 3.311
0.350 1.432
0.450 1.614
9.100 8.632
0.280 1.353
4.000 2.804
8.900 8.553
2.060 1.184
8.680 9.407
-0.250 2.253
8.930 9.016
2.760 1.074
1.180 0.619
0.010 1.406
5.930 6.358
2.240 0.523
3.630 2.179
2.430 1.183
8.400 9.316
5.470 5.018
3.240 1.298
8.700 9.328
8.270 9.320
7.440 8.854
-0.380 2.482
6.550 6.792
0.650 1.535
5.690 5.781
6.750 7.316
8.080 9.499
8.240 9.433
4.040 2.688
6.150 6.737
5.270 4.420
0.650 1.215
-0.290 2.162
4.470 3.396
0.220 1.718
3.660 1.968
6.280 6.520
6.440 6.561
0.500 1.720
5.090 4.014
0.480 1.220
2.910 1.507
3.800 2.072
9.110 8.599
9.410 6.999
6.410 6.630
7.370 8.633
0.420 1.596
2.710 1.109
7.540 8.920
8.410 9.689
8.950 8.658
8.090 9.477
8.020 9.380
0.830 0.962
8.230 9.266
3.600 1.759
9.340 7.688
5.000 4.299
7.570 9.096
-0.170 1.481
6.790 7.335
3.090 1.030
8.230 9.038
3.550 1.829
1.920 0.705
9.370 7.651
6.650 7.778
5.530 5.230
2.780 1.598
8.140 9.080
1.580 1.055
4.790 3.742
4.690 4.018
1.900 0.493
6.610 7.419
7.600 9.199
4.650 3.215
8.700 8.834
6.750 7.499
0.630 1.399
0.210 1.204
2.700 1.360
1.500 1.387
5.410 4.844
8.910 9.080
8.090 9.642
5.780 5.735
9.040 8.920
