0	31.20961
1	23.25917
2	12.24252
3	3.02322
4	1.80485
5	1.78245
6	1.77340
7	1.76597
8	1.75878
9	1.75172
10	1.74478
11	1.73793
12	1.73120
13	1.72456
14	1.71803
15	1.71159
16	1.70525
17	1.69900
18	1.69285
19	1.68678
20	1.68081
21	1.67492
22	1.66912
23	1.66341
24	1.65777
25	1.65222
26	1.64675
27	1.64136
28	1.63605
29	1.63081
30	1.62564
31	1.62055
32	1.61553
33	1.61058
34	1.60570
35	1.60089
36	1.59614
37	1.59146
38	1.58685
39	1.58230
40	1.57782
41	1.57340
42	1.56904
43	1.56474
44	1.56050
45	1.55632
46	1.55218
47	1.54803
48	1.54394
49	1.53983
50	1.53577
51	1.53176
52	1.52781
53	1.52390
54	1.52004
55	1.51623
56	1.51247
57	1.50876
58	1.50509
59	1.50146
60	1.49789
61	1.49435
62	1.49086
63	1.48740
64	1.48395
65	1.48055
66	1.47718
67	1.47386
68	1.47057
69	1.46732
70	1.46406
71	1.46077
72	1.45751
73	1.45429
74	1.45111
75	1.44798
76	1.44488
77	1.44182
78	1.43880
79	1.43581
80	1.43286
81	1.42995
82	1.42707
83	1.42423
84	1.42142
85	1.41865
86	1.41591
87	1.41320
88	1.41041
89	1.40758
90	1.40478
91	1.40202
92	1.39929
93	1.39659
94	1.39393
95	1.39131
96	1.38871
97	1.38610
98	1.38353
99	1.38099
100	1.37848
101	1.37600
102	1.37354
103	1.37112
104	1.36873
105	1.36636
106	1.36403
107	1.36172
108	1.35944
109	1.35718
110	1.35496
111	1.35276
112	1.35058
113	1.34844
114	1.34631
115	1.34422
116	1.34215
117	1.34010
118	1.33807
119	1.33607
120	1.33410
121	1.33214
122	1.33021
123	1.32824
124	1.32629
125	1.32435
126	1.32244
127	1.32056
128	1.31869
129	1.31684
130	1.31502
131	1.31321
132	1.31142
133	1.30959
134	1.30779
135	1.30600
136	1.30424
137	1.30250
138	1.30078
139	1.29908
140	1.29740
141	1.29574
142	1.29409
143	1.29239
144	1.29072
145	1.28906
146	1.28737
147	1.28571
148	1.28406
149	1.28244
150	1.28083
151	1.27925
152	1.27768
153	1.27613
154	1.27460
155	1.27309
156	1.27160
157	1.27013
158	1.26868
159	1.26724
160	1.26582
161	1.26442
162	1.26304
163	1.26167
164	1.26032
165	1.25898
166	1.25759
167	1.25622
168	1.25486
169	1.25352
170	1.25218
171	1.25079
172	1.24943
173	1.24807
174	1.24674
175	1.24541
176	1.24410
177	1.24281
178	1.24153
179	1.24027
180	1.23902
181	1.23778
182	1.23655
183	1.23534
184	1.23415
185	1.23296
186	1.23179
187	1.23063
188	1.22948
189	1.22835
190	1.22723
191	1.22612
192	1.22502
193	1.22393
194	1.22286
195	1.22179
196	1.22074
197	1.21970
198	1.21867
199	1.21765
200	1.21664
201	1.21564
202	1.21466
203	1.21369
204	1.21272
205	1.21177
206	1.21082
207	1.20984
208	1.20888
209	1.20792
210	1.20698
211	1.20604
212	1.20512
213	1.20420
214	1.20329
215	1.20239
216	1.20150
217	1.20062
218	1.19974
219	1.19888
220	1.19802
221	1.19717
222	1.19633
223	1.19550
224	1.19468
225	1.19386
226	1.19305
227	1.19224
228	1.19135
229	1.19047
230	1.18960
231	1.18874
232	1.18789
233	1.18704
234	1.18620
235	1.18534
236	1.18445
237	1.18356
238	1.18268
239	1.18181
240	1.18094
241	1.18008
242	1.17923
243	1.17838
244	1.17754
245	1.17671
246	1.17588
247	1.17505
248	1.17424
249	1.17342
250	1.17262
251	1.17182
252	1.17103
253	1.17025
254	1.16947
255	1.16869
256	1.16793
257	1.16716
258	1.16638
259	1.16560
260	1.16482
261	1.16400
262	1.16320
263	1.16239
264	1.16160
265	1.16078
266	1.15994
267	1.15910
268	1.15826
269	1.15743
270	1.15661
271	1.15579
272	1.15497
273	1.15416
274	1.15335
275	1.15255
276	1.15175
277	1.15096
278	1.15017
279	1.14939
280	1.14861
281	1.14783
282	1.14706
283	1.14629
284	1.14553
285	1.14477
286	1.14401
287	1.14324
288	1.14247
289	1.14170
290	1.14094
291	1.14018
292	1.13943
293	1.13868
294	1.13793
295	1.13719
296	1.13643
297	1.13563
298	1.13484
299	1.13406
300	1.13328
301	1.13249
302	1.13171
303	1.13094
304	1.13017
305	1.12940
306	1.12864
307	1.12788
308	1.12713
309	1.12637
310	1.12560
311	1.12483
312	1.12406
313	1.12330
314	1.12254
315	1.12179
316	1.12104
317	1.12029
318	1.11954
319	1.11880
320	1.11806
321	1.11733
322	1.11660
323	1.11586
324	1.11509
325	1.11434
326	1.11358
327	1.11283
328	1.11208
329	1.11133
330	1.11059
331	1.10985
332	1.10911
333	1.10837
334	1.10765
335	1.10692
336	1.10619
337	1.10543
338	1.10467
339	1.10389
340	1.10306
341	1.10224
342	1.10142
343	1.10061
344	1.09980
345	1.09899
346	1.09818
347	1.09738
348	1.09659
349	1.09579
350	1.09500
351	1.09422
352	1.09344
353	1.09266
354	1.09188
355	1.09111
356	1.09034
357	1.08958
358	1.08882
359	1.08806
360	1.08731
361	1.08656
362	1.08581
363	1.08506
364	1.08432
365	1.08359
366	1.08285
367	1.08212
368	1.08139
369	1.08067
370	1.07995
371	1.07923
372	1.07852
373	1.07781
374	1.07710
375	1.07640
376	1.07570
377	1.07501
378	1.07431
379	1.07362
380	1.07291
381	1.07220
382	1.07150
383	1.07080
384	1.07011
385	1.06941
386	1.06873
387	1.06805
388	1.06737
389	1.06669
390	1.06602
391	1.06537
392	1.06472
393	1.06407
394	1.06342
395	1.06278
396	1.06214
397	1.06151
398	1.06088
399	1.06025
400	1.05962
401	1.05900
402	1.05829
403	1.05758
404	1.05688
405	1.05619
406	1.05549
407	1.05480
408	1.05412
409	1.05344
410	1.05276
411	1.05208
412	1.05141
413	1.05074
414	1.05008
415	1.04942
416	1.04876
417	1.04811
418	1.04746
419	1.04681
420	1.04616
421	1.04550
422	1.04485
423	1.04421
424	1.04357
425	1.04293
426	1.04230
427	1.04157
428	1.04085
429	1.04014
430	1.03943
431	1.03873
432	1.03803
433	1.03734
434	1.03666
435	1.03598
436	1.03532
437	1.03467
438	1.03404
439	1.03342
440	1.03283
441	1.03226
442	1.03174
443	1.03127
444	1.03087
445	1.03055
446	1.03036
447	1.03032
448	1.03053
449	1.03099
450	1.03195
451	1.03337
452	1.03574
453	1.03876
454	1.04377
455	1.05000
456	1.06023
457	1.07262
458	1.09334
459	1.11731
460	1.15911
461	1.20351
462	1.28711
463	1.36621
464	1.53089
465	1.65869
466	1.96680
467	2.12624
468	2.63945
469	2.70260
470	3.38553
471	3.11158
472	3.73580
473	3.02014
474	3.34612
475	2.52109
476	2.57563
477	1.97507
478	1.91926
479	1.57962
480	1.51229
481	1.33980
482	1.28989
